blinded_case_id,sample_bucket,assertion_id,gene,variant_identifier,baseline_condition_label,followup_condition_label,domain,CAB_regime,CAB_routing_action,reason_code,evidence_fields_shown_to_adjudicator,condition_label_drift,cross_environment_drift,semantic_drift_without_reclassification,conservative_composite_non_portability,identity_vs_meaning_discordance,recommended_adjudication_question,expected_expert_decision_category,endpoint_status_hidden_shown_flag
CABCASE_226730230F,CAB contextual repair,CANCER_530172,CHEK2,CANCER_530172,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_4A05305207,CAB contextual repair,CANCER_231919,PALB2,CANCER_231919,,,hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_11B7F45A29,CAB contextual repair,CANCER_1409242,PALB2,CANCER_1409242,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_8DDE487000,CAB contextual repair,CANCER_187643,CHEK2,CANCER_187643,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_56FBF83F75,CAB contextual repair,CANCER_662943,PALB2,CANCER_662943,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_053B7251AE,CAB contextual repair,CANCER_1068607,CHEK2,CANCER_1068607,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_D95CD71EC1,CAB contextual repair,CANCER_230176,PALB2,CANCER_230176,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,True,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_32884D8A58,CAB contextual repair,CANCER_487411,PALB2,CANCER_487411,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_C1CA520F01,CAB contextual repair,ARR_1742024,KCNH2,ARR_1742024,, / follow-up semantic drift,inherited_arrhythmia,syndrome_organ_boundary,contextual_repair,syndrome/developmental label crosses organ boundary,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,shown_answer_key
CABCASE_76971F48E7,CAB contextual repair,CANCER_660416,ATM,CANCER_660416,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_1AFAED86BA,CAB contextual repair,CANCER_545769,PALB2,CANCER_545769,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_A2855DD758,CAB contextual repair,CANCER_843704,ATM,CANCER_843704,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_D59BC27358,CAB contextual repair,CANCER_1255697,PALB2,CANCER_1255697,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_6DE2893EE1,CAB contextual repair,ARR_917819,KCNH2,ARR_917819,, / follow-up semantic drift,inherited_arrhythmia,syndrome_organ_boundary,contextual_repair,syndrome/developmental label crosses organ boundary,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,shown_answer_key
CABCASE_5FCFB4D4FA,CAB contextual repair,CANCER_530187,CHEK2,CANCER_530187,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_C922AF7602,CAB contextual repair,CANCER_956282,PALB2,CANCER_956282,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_6692AC527F,CAB contextual repair,CANCER_182739,PALB2,CANCER_182739,,,hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_C1559883C5,CAB contextual repair,CANCER_929442,ATM,CANCER_929442,,,hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key
CABCASE_4E6A4F4234,CAB contextual repair,ARR_408869,CASQ2,ARR_408869,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,contextual_repair,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,shown_answer_key
CABCASE_8F07D666F6,disease-specific review,CANCER_1763130,ATM,CANCER_1763130,,,hereditary_cancer,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",conditional_liability_or_PRF_needed,shown_answer_key
CABCASE_6B02BA9607,disease-specific review,CANCER_51821,BRCA2,CANCER_51821,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_1DD981B979,disease-specific review,ARR_568135,RYR2,ARR_568135,, / follow-up semantic drift,inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_6094DEAB38,disease-specific review,CM_31882,TPM1,CM_31882,, / follow-up semantic drift,cardiomyopathy,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_1EB3A577D7,disease-specific review,CANCER_1754185,MSH2,CANCER_1754185,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_028C849C01,disease-specific review,CANCER_38228,BRCA2,CANCER_38228,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_81C3197827,disease-specific review,CANCER_37396,BRCA1,CANCER_37396,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_C25D3AB4EC,disease-specific review,CANCER_632696,BRCA2,CANCER_632696,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_087A7CC376,disease-specific review,CANCER_51850,BRCA2,CANCER_51850,,,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_21BCE1EAAA,disease-specific review,CANCER_51220,BRCA2,CANCER_51220,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_1882D23B57,disease-specific review,CANCER_267099,BRCA2,CANCER_267099,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_1743DFC927,disease-specific review,CM_1067791,TTN,CM_1067791,,,cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_4937E6C640,disease-specific review,CANCER_568115,BRCA2,CANCER_568115,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_3828F49C03,disease-specific review,CM_962253,TTN,CM_962253,,,cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_C51D42DA58,disease-specific review,CANCER_267650,BRCA2,CANCER_267650,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_65F4D1EB6B,disease-specific review,CANCER_1796277,APC,CANCER_1796277,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,True,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_3B82B6B05C,disease-specific review,CANCER_1773204,MSH2,CANCER_1773204,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_C4249B6031,disease-specific review,CANCER_1744527,APC,CANCER_1744527,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,True,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_955FC0AEB6,disease-specific review,CANCER_1785596,MLH1,CANCER_1785596,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_8ACF796A52,disease-specific review,CANCER_1750523,MSH2,CANCER_1750523,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_88D5284A40,disease-specific review,CM_1508786,TTN,CM_1508786,, / follow-up semantic drift,cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_14A2FCB39D,disease-specific review,CANCER_1756986,MLH1,CANCER_1756986,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_7891A2101E,disease-specific review,CANCER_1740204,MLH1,CANCER_1740204,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_39CC712CED,disease-specific review,CM_684797,TTN,CM_684797,, / follow-up semantic drift,cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_42259B9A4B,disease-specific review,CANCER_38132,BRCA2,CANCER_38132,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_CD63014D30,disease-specific review,CANCER_630808,BRCA1,CANCER_630808,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_40C2C44E97,disease-specific review,CM_650718,LMNA,CM_650718,,,cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_DFC746A2C2,disease-specific review,CANCER_1772701,MSH2,CANCER_1772701,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_435FA44879,disease-specific review,CANCER_1172174,BRCA2,CANCER_1172174,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,True,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_0D91AA637C,disease-specific review,CANCER_1765063,ATM,CANCER_1765063,, / follow-up semantic drift,hereditary_cancer,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",conditional_liability_or_PRF_needed,shown_answer_key
CABCASE_6147E056EE,disease-specific review,CANCER_254639,BRCA1,CANCER_254639,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_95C60C1FD0,disease-specific review,CANCER_491255,BRCA2,CANCER_491255,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_E672007072,disease-specific review,CANCER_548213,BRCA1,CANCER_548213,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_B0EDD2AE64,disease-specific review,CM_165801,TTN,CM_165801,, / follow-up semantic drift,cardiomyopathy,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_8295866741,disease-specific review,CANCER_266961,BRCA2,CANCER_266961,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_64F9DD0602,disease-specific review,CANCER_1778900,MSH2,CANCER_1778900,,,hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,False,False,False,False,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
CABCASE_F07B28EE3C,disease-specific review,CANCER_266806,BRCA2,CANCER_266806,, / follow-up semantic drift,hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,True,False,True,True,False,"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,shown_answer_key
