blinded_case_id,assertion_id,domain,gene,variant_identifier,sample_bucket,CAB_regime,CAB_routing_action,reason_code,followup_condition_label,condition_label_drift,cross_environment_drift,semantic_drift_without_reclassification,conservative_composite_non_portability,identity_vs_meaning_discordance,expected_expert_decision_category,endpoint_status_hidden_shown_flag,key_scope
CABCASE_D59BC27358,CANCER_1255697,hereditary_cancer,PALB2,CANCER_1255697,CAB contextual repair,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6DE2893EE1,ARR_917819,inherited_arrhythmia,KCNH2,ARR_917819,CAB contextual repair,syndrome_organ_boundary,contextual_repair,syndrome/developmental label crosses organ boundary, / follow-up semantic drift,True,False,True,True,False,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_5FCFB4D4FA,CANCER_530187,hereditary_cancer,CHEK2,CANCER_530187,CAB contextual repair,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C922AF7602,CANCER_956282,hereditary_cancer,PALB2,CANCER_956282,CAB contextual repair,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6692AC527F,CANCER_182739,hereditary_cancer,PALB2,CANCER_182739,CAB contextual repair,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C1559883C5,CANCER_929442,hereditary_cancer,ATM,CANCER_929442,CAB contextual repair,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_4E6A4F4234,ARR_408869,inherited_arrhythmia,CASQ2,ARR_408869,CAB contextual repair,nonspecific_underresolved,contextual_repair,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_8F07D666F6,CANCER_1763130,hereditary_cancer,ATM,CANCER_1763130,disease-specific review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6B02BA9607,CANCER_51821,hereditary_cancer,BRCA2,CANCER_51821,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1DD981B979,ARR_568135,inherited_arrhythmia,RYR2,ARR_568135,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6094DEAB38,CM_31882,cardiomyopathy,TPM1,CM_31882,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1EB3A577D7,CANCER_1754185,hereditary_cancer,MSH2,CANCER_1754185,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_028C849C01,CANCER_38228,hereditary_cancer,BRCA2,CANCER_38228,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_81C3197827,CANCER_37396,hereditary_cancer,BRCA1,CANCER_37396,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C25D3AB4EC,CANCER_632696,hereditary_cancer,BRCA2,CANCER_632696,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_087A7CC376,CANCER_51850,hereditary_cancer,BRCA2,CANCER_51850,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_21BCE1EAAA,CANCER_51220,hereditary_cancer,BRCA2,CANCER_51220,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1882D23B57,CANCER_267099,hereditary_cancer,BRCA2,CANCER_267099,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1743DFC927,CM_1067791,cardiomyopathy,TTN,CM_1067791,disease-specific review,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_4937E6C640,CANCER_568115,hereditary_cancer,BRCA2,CANCER_568115,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3828F49C03,CM_962253,cardiomyopathy,TTN,CM_962253,disease-specific review,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C51D42DA58,CANCER_267650,hereditary_cancer,BRCA2,CANCER_267650,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_65F4D1EB6B,CANCER_1796277,hereditary_cancer,APC,CANCER_1796277,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3B82B6B05C,CANCER_1773204,hereditary_cancer,MSH2,CANCER_1773204,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C4249B6031,CANCER_1744527,hereditary_cancer,APC,CANCER_1744527,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_955FC0AEB6,CANCER_1785596,hereditary_cancer,MLH1,CANCER_1785596,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_8ACF796A52,CANCER_1750523,hereditary_cancer,MSH2,CANCER_1750523,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_88D5284A40,CM_1508786,cardiomyopathy,TTN,CM_1508786,disease-specific review,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_14A2FCB39D,CANCER_1756986,hereditary_cancer,MLH1,CANCER_1756986,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_7891A2101E,CANCER_1740204,hereditary_cancer,MLH1,CANCER_1740204,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_39CC712CED,CM_684797,cardiomyopathy,TTN,CM_684797,disease-specific review,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_42259B9A4B,CANCER_38132,hereditary_cancer,BRCA2,CANCER_38132,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_CD63014D30,CANCER_630808,hereditary_cancer,BRCA1,CANCER_630808,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_40C2C44E97,CM_650718,cardiomyopathy,LMNA,CM_650718,disease-specific review,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DFC746A2C2,CANCER_1772701,hereditary_cancer,MSH2,CANCER_1772701,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_435FA44879,CANCER_1172174,hereditary_cancer,BRCA2,CANCER_1172174,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_0D91AA637C,CANCER_1765063,hereditary_cancer,ATM,CANCER_1765063,disease-specific review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6147E056EE,CANCER_254639,hereditary_cancer,BRCA1,CANCER_254639,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_95C60C1FD0,CANCER_491255,hereditary_cancer,BRCA2,CANCER_491255,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_E672007072,CANCER_548213,hereditary_cancer,BRCA1,CANCER_548213,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B0EDD2AE64,CM_165801,cardiomyopathy,TTN,CM_165801,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_8295866741,CANCER_266961,hereditary_cancer,BRCA2,CANCER_266961,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_64F9DD0602,CANCER_1778900,hereditary_cancer,MSH2,CANCER_1778900,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F07B28EE3C,CANCER_266806,hereditary_cancer,BRCA2,CANCER_266806,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_0EF4371118,CANCER_1779246,hereditary_cancer,APC,CANCER_1779246,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_5B3908604E,CANCER_51546,hereditary_cancer,BRCA2,CANCER_51546,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_E2D824E68D,CANCER_267556,hereditary_cancer,BRCA1,CANCER_267556,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_D66681D7ED,CANCER_822197,hereditary_cancer,PMS2,CANCER_822197,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C13DE01204,CANCER_91289,hereditary_cancer,PMS2,CANCER_91289,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_16800E7EEB,CANCER_126141,hereditary_cancer,BRCA2,CANCER_126141,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_62AE549408,CANCER_1073257,hereditary_cancer,MLH1,CANCER_1073257,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3273924172,CANCER_51201,hereditary_cancer,BRCA2,CANCER_51201,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_227D7A34C0,CM_466667,cardiomyopathy,TTN,CM_466667,disease-specific review,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_982F13953C,CANCER_266625,hereditary_cancer,BRCA2,CANCER_266625,disease-specific review,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DCABC4F1E5,CANCER_51190,hereditary_cancer,BRCA2,CANCER_51190,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C7ADD6E3DE,CM_1675841,cardiomyopathy,DES,CM_1675841,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A7EFC3EF6B,CANCER_55117,hereditary_cancer,BRCA1,CANCER_55117,disease-specific review,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_206FC6C382,CANCER_480259,hereditary_cancer,PALB2,CANCER_480259,population/penetrance review,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C3697A3DC1,CANCER_558088,hereditary_cancer,ATM,CANCER_558088,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_2994175951,CANCER_530071,hereditary_cancer,PALB2,CANCER_530071,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_08C4B920F3,CANCER_1722456,hereditary_cancer,PALB2,CANCER_1722456,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_CB27952C61,CANCER_1076548,hereditary_cancer,PALB2,CANCER_1076548,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_84B9DD1233,CANCER_921230,hereditary_cancer,CHEK2,CANCER_921230,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_88C70EFD38,CANCER_584046,hereditary_cancer,ATM,CANCER_584046,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_FE365348FE,CANCER_1749488,hereditary_cancer,ATM,CANCER_1749488,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_956F27D800,CANCER_1076435,hereditary_cancer,ATM,CANCER_1076435,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6340EFE7E0,CANCER_546012,hereditary_cancer,PALB2,CANCER_546012,population/penetrance review,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_E37F3283DE,CANCER_925451,hereditary_cancer,ATM,CANCER_925451,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A46DA33125,CANCER_1412477,hereditary_cancer,ATM,CANCER_1412477,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_02B2B5FD77,CANCER_630656,hereditary_cancer,ATM,CANCER_630656,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_5136706EB5,CANCER_933642,hereditary_cancer,ATM,CANCER_933642,population/penetrance review,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_BE35CECCEB,CANCER_1434250,hereditary_cancer,ATM,CANCER_1434250,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3F2816F97B,CANCER_582130,hereditary_cancer,ATM,CANCER_582130,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_660BEEEFBE,CANCER_141330,hereditary_cancer,PALB2,CANCER_141330,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_FD9F1AC720,CANCER_1501692,hereditary_cancer,ATM,CANCER_1501692,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_5EF2288D61,CANCER_428911,hereditary_cancer,CHEK2,CANCER_428911,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_BA9B354951,CANCER_492152,hereditary_cancer,PALB2,CANCER_492152,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_572DD7616B,CANCER_926385,hereditary_cancer,PALB2,CANCER_926385,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1DCF21BED0,CANCER_1764670,hereditary_cancer,ATM,CANCER_1764670,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DA935A2670,CANCER_1323665,hereditary_cancer,ATM,CANCER_1323665,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9051A076C3,CANCER_665154,hereditary_cancer,ATM,CANCER_665154,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F3770A1E0A,CANCER_1754336,hereditary_cancer,ATM,CANCER_1754336,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B50FDE9748,CANCER_820710,hereditary_cancer,PALB2,CANCER_820710,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_FEC36FB268,CANCER_480246,hereditary_cancer,PALB2,CANCER_480246,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C43B8FBD62,CANCER_1734510,hereditary_cancer,ATM,CANCER_1734510,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_61FB1F5A17,CANCER_1072260,hereditary_cancer,ATM,CANCER_1072260,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B4F2BDDB78,CANCER_409999,hereditary_cancer,CHEK2,CANCER_409999,population/penetrance review,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F8F26AD223,CANCER_803239,hereditary_cancer,PALB2,CANCER_803239,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_5909E7686E,CANCER_660811,hereditary_cancer,ATM,CANCER_660811,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_AC46EF906E,CANCER_572230,hereditary_cancer,CHEK2,CANCER_572230,population/penetrance review,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_898DF05DEE,CANCER_1758793,hereditary_cancer,ATM,CANCER_1758793,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C3D8C13801,CANCER_186548,hereditary_cancer,CHEK2,CANCER_186548,population/penetrance review,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C57081F876,CANCER_267400,hereditary_cancer,ATM,CANCER_267400,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_760B87A1AF,CANCER_965115,hereditary_cancer,PALB2,CANCER_965115,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_67F6958895,CANCER_1072292,hereditary_cancer,PALB2,CANCER_1072292,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_154CD7305B,CANCER_1722412,hereditary_cancer,ATM,CANCER_1722412,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_29C7F4F2BC,CANCER_126585,hereditary_cancer,PALB2,CANCER_126585,population/penetrance review,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
