assertion_id,variation_id,gene,baseline_portability_score,baseline_nonportability_score,baseline_regime_primary,baseline_architecture_family,baseline_regime_assignment_reason,baseline_collision_flag,baseline_underresolved_flag,baseline_nonspecific_flag,baseline_structural_electrical_flag,baseline_conduction_overlap_flag,baseline_syndromic_metabolic_overlap_flag,baseline_broad_ambiguous_condition_flag
CM_1076893,1076893,BAG3,57.0,43.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1076903,1076903,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1076969,1076969,MYBPC3,82.0,18.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_1077066,1077066,LMNA,57.0,43.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1120154,1120154,MYBPC3,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1120210,1120210,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1120211,1120211,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1162940,1162940,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1162943,1162943,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1163048,1163048,MYBPC3,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1163332,1163332,RBM20,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1163813,1163813,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1163846,1163846,DSP,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1171279,1171279,DSP,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1172114,1172114,DSP,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1172821,1172821,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1172846,1172846,DSP,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1174613,1174613,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174679,1174679,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174685,1174685,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174693,1174693,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174712,1174712,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174768,1174768,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174772,1174772,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174783,1174783,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174811,1174811,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174837,1174837,DSP,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174875,1174875,DSP,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174884,1174884,MYH7,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1174926,1174926,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175010,1175010,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175039,1175039,MYH7,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175057,1175057,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175069,1175069,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175081,1175081,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175085,1175085,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175097,1175097,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175102,1175102,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175109,1175109,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175129,1175129,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175151,1175151,DSP,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175163,1175163,MYBPC3,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175166,1175166,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1175200,1175200,TNNI3,87.0,13.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_cardiomyopathy_baseline,False,False,False,False,False,False,False
CM_1175980,1175980,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1176541,1176541,FLNC,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1177408,1177408,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1179333,1179333,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1180490,1180490,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1180636,1180636,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1180818,1180818,LMNA,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1182317,1182317,DSC2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1183971,1183971,FLNC,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1184590,1184590,DSP,75.0,25.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_1184591,1184591,DSP,67.0,33.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_1184822,1184822,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1184903,1184903,VCL,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1184949,1184949,PKP2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1186955,1186955,MYBPC3,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1187608,1187608,LMNA,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1187686,1187686,PKP2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1188147,1188147,BAG3,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1188843,1188843,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1188844,1188844,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1194284,1194284,MYH7,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1195305,1195305,MYBPC3,43.0,57.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1199466,1199466,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1200363,1200363,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1202776,1202776,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1203936,1203936,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1205033,1205033,PKP2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1206253,1206253,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1208791,1208791,MYBPC3,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1210917,1210917,MYH7,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1211111,1211111,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1213390,1213390,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1214716,1214716,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1216348,1216348,DSP,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1228376,1228376,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_12408,12408,TNNT2,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12409,12409,TNNT2,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12412,12412,TNNT2,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12414,12414,TNNT2,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12415,12415,TNNT2,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12416,12416,TNNT2,87.0,13.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_cardiomyopathy_baseline,False,False,False,False,False,False,False
CM_12419,12419,TNNI3,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12420,12420,TNNI3,87.0,13.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_12422,12422,TNNI3,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12423,12423,TNNI3,47.0,53.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12424,12424,TNNI3,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12425,12425,TNNI3,55.0,45.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12426,12426,TNNI3,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12428,12428,TNNI3,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_12430,12430,TNNI3,87.0,13.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_cardiomyopathy_baseline,False,False,False,False,False,False,False
CM_12431,12431,TNNI3,87.0,13.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_cardiomyopathy_baseline,False,False,False,False,False,False,False
CM_12432,12432,TNNI3,87.0,13.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_12433,12433,TNNI3,87.0,13.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_12434,12434,TNNI3,100.0,0.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_12455,12455,TPM1,95.0,5.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_12456,12456,TPM1,65.0,35.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_12457,12457,TPM1,100.0,0.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_12649,12649,TTN,52.0,48.0,underresolved_contextual_baseline,baseline_underresolved_contextual,baseline_context_not_specific_enough_for_other_regimes,False,True,False,False,False,False,False
CM_12650,12650,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_12651,12651,TTN,60.0,40.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_12652,12652,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_12653,12653,TTN,60.0,40.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_12654,12654,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_12657,12657,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_12660,12660,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_12661,12661,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1275804,1275804,MYH7,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284305,1284305,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284309,1284309,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284313,1284313,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284322,1284322,DSP,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284344,1284344,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284383,1284383,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284395,1284395,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284407,1284407,FLNC,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284426,1284426,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284503,1284503,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284511,1284511,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284521,1284521,MYBPC3,90.0,10.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_1284530,1284530,TTN,60.0,40.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1284541,1284541,BAG3,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284545,1284545,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284552,1284552,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284567,1284567,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284582,1284582,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284602,1284602,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284634,1284634,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284661,1284661,DSP,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284727,1284727,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284770,1284770,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284776,1284776,MYBPC3,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284793,1284793,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284807,1284807,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284894,1284894,ACTC1,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1284997,1284997,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
