assertion_id,variation_id,gene,condition_label_followup,followup_environment_v2,classification_change,condition_label_change,cross_environment_drift,within_environment_label_drift,self_loop_stable,review_status_change,submitter_count_change,any_meaning_drift,semantic_drift_without_reclassification
CM_1179333,1179333,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1180490,1180490,TTN,Dilated cardiomyopathy 1G;Cardiovascular phenotype;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided,DCM,False,True,False,True,True,False,True,True,True
CM_1180636,1180636,TTN,Abnormality of the musculature,other/unknown,False,False,False,False,True,False,False,False,False
CM_1180818,1180818,LMNA,Abnormality of the musculature,other/unknown,False,False,False,False,True,False,False,False,False
CM_1182317,1182317,DSC2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1183971,1183971,FLNC,Cardiomyopathy;Cardiovascular phenotype;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,True,False,False,True,True,True,True
CM_1184590,1184590,DSP,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;not provided,ARVC/ACM,False,True,False,True,True,True,True,True,True
CM_1184591,1184591,DSP,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_1184822,1184822,TTN,Primary dilated cardiomyopathy,DCM,False,False,False,False,True,False,False,False,False
CM_1184903,1184903,VCL,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1184949,1184949,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1186955,1186955,MYBPC3,not provided;Hypertrophic cardiomyopathy,HCM,False,True,True,False,False,True,True,True,True
CM_1187608,1187608,LMNA,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1187686,1187686,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,True,False,True,True,True,True,True,True
CM_1188147,1188147,BAG3,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1188843,1188843,TTN,Tip-toe gait,other/unknown,False,True,False,True,True,False,False,True,True
CM_1188844,1188844,TTN,Tip-toe gait,other/unknown,False,True,False,True,True,False,False,True,True
CM_1194284,1194284,MYH7,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1195305,1195305,MYBPC3,Cardiovascular phenotype;Hypertrophic cardiomyopathy;not provided,HCM,False,True,True,False,False,False,True,True,True
CM_1199466,1199466,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1200363,1200363,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1202776,1202776,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiomyopathy,DCM,False,True,True,False,False,True,True,True,True
CM_1203936,1203936,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1205033,1205033,PKP2,not provided;Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,True,False,True,True,True,True,True,True
CM_1206253,1206253,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1208791,1208791,MYBPC3,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1210917,1210917,MYH7,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1211111,1211111,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1213390,1213390,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1214716,1214716,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,True,False,False,True,True,True,True
CM_1216348,1216348,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1228376,1228376,TTN,Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_12408,12408,TNNT2,"Dilated cardiomyopathy 1D;Hypertrophic cardiomyopathy 2;Cardiomyopathy, familial restrictive, 3;not provided;Cardiovascular phenotype;Hypertrophic cardiomyopathy;Cardiomyopathy",HCM,False,False,False,False,True,False,True,False,False
CM_12409,12409,TNNT2,"Hypertrophic cardiomyopathy 2;not provided;Hypertrophic cardiomyopathy;Cardiovascular phenotype;Cardiomyopathy, familial restrictive, 3;Dilated cardiomyopathy 1D",HCM,False,False,False,False,True,False,True,False,False
CM_12412,12412,TNNT2,"Hypertrophic cardiomyopathy 2;not provided;Dilated cardiomyopathy 1D;Cardiomyopathy;Cardiomyopathy, familial restrictive, 3;Hypertrophic cardiomyopathy",HCM,False,True,False,True,True,False,True,True,True
CM_12414,12414,TNNT2,"Dilated cardiomyopathy 1D;Primary dilated cardiomyopathy;not provided;Hypertrophic cardiomyopathy;Cardiomyopathy, familial restrictive, 3;Hypertrophic cardiomyopathy 2;Familial isolated dilated cardiomyopathy;Cardiomyopathy;Cardiovascular phenotype",HCM,False,True,False,True,True,False,True,True,True
CM_12415,12415,TNNT2,"Dilated cardiomyopathy 1D;Primary dilated cardiomyopathy;not provided;Cardiovascular phenotype;Cardiomyopathy, familial restrictive, 3;Hypertrophic cardiomyopathy 2",HCM,False,False,False,False,True,False,True,False,False
CM_12416,12416,TNNT2,Dilated cardiomyopathy 1D,DCM,False,False,False,False,True,False,False,False,False
CM_12419,12419,TNNI3,Hypertrophic cardiomyopathy 7;Cardiovascular phenotype;not provided;Hypertrophic cardiomyopathy;Cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_12420,12420,TNNI3,Hypertrophic cardiomyopathy 7,HCM,False,False,False,False,True,False,False,False,False
CM_12422,12422,TNNI3,"Hypertrophic cardiomyopathy 7;Primary familial hypertrophic cardiomyopathy;not provided;Hypertrophic cardiomyopathy;Cardiomyopathy;Dilated cardiomyopathy 1FF;Cardiomyopathy, familial restrictive, 1;Dilated cardiomyopathy 2A;Cardiovascular phenotype",HCM,False,False,False,False,True,False,True,False,False
CM_12423,12423,TNNI3,"Cardiomyopathy, familial restrictive, 1;Hypertrophic cardiomyopathy 7",HCM,False,False,False,False,True,False,False,False,False
CM_12424,12424,TNNI3,"Cardiomyopathy, familial restrictive, 1;Hypertrophic cardiomyopathy;Restrictive cardiomyopathy;Primary familial hypertrophic cardiomyopathy;not provided;Cardiovascular phenotype;SUDDEN INFANT DEATH SYNDROME;Dilated cardiomyopathy 2A",RCM,False,True,False,True,True,True,True,True,True
CM_12425,12425,TNNI3,"Cardiomyopathy, familial restrictive, 1;Hypertrophic cardiomyopathy 7",HCM,False,False,False,False,True,True,True,True,False
CM_12426,12426,TNNI3,"Cardiomyopathy, familial restrictive, 1;not provided;Hypertrophic cardiomyopathy;Cardiomyopathy;Restrictive cardiomyopathy;SUDDEN INFANT DEATH SYNDROME;TNNI3-related disorder;Hypertrophic cardiomyopathy 7;Dilated cardiomyopathy 1FF;Dilated cardiomyopathy 2A",RCM,False,True,False,True,True,False,True,True,True
CM_12428,12428,TNNI3,"Cardiomyopathy, familial restrictive, 1",nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_12430,12430,TNNI3,Dilated cardiomyopathy 1FF,DCM,False,False,False,False,True,False,False,False,False
CM_12431,12431,TNNI3,Dilated cardiomyopathy 1FF,DCM,False,False,False,False,True,False,False,False,False
CM_12432,12432,TNNI3,Hypertrophic cardiomyopathy 7,HCM,False,False,False,False,True,False,False,False,False
CM_12433,12433,TNNI3,Hypertrophic cardiomyopathy 7,HCM,False,False,False,False,True,False,False,False,False
CM_12434,12434,TNNI3,Hypertrophic cardiomyopathy 7;Hypertrophic cardiomyopathy;Cardiovascular phenotype,HCM,False,False,False,False,True,False,False,False,False
CM_12455,12455,TPM1,Hypertrophic cardiomyopathy 3;not provided;Hypertrophic cardiomyopathy,HCM,False,True,False,True,True,True,True,True,True
CM_12456,12456,TPM1,Hypertrophic cardiomyopathy 3;Primary familial hypertrophic cardiomyopathy;not provided;Hypertrophic cardiomyopathy;Cardiovascular phenotype;Cardiomyopathy;Dilated cardiomyopathy 1Y;Primary dilated cardiomyopathy,HCM,False,True,False,True,True,False,True,True,True
CM_12457,12457,TPM1,Hypertrophic cardiomyopathy 3;not provided;Hypertrophic cardiomyopathy;Cardiovascular phenotype,HCM,False,False,False,False,True,False,False,False,False
CM_12649,12649,TTN,Hypertrophic cardiomyopathy 9,HCM,False,False,False,False,True,False,False,False,False
CM_12650,12650,TTN,Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_12651,12651,TTN,Dilated cardiomyopathy 1G;Primary dilated cardiomyopathy,DCM,False,False,False,False,True,False,False,False,False
CM_12652,12652,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Tibial muscular dystrophy;not provided;Dilated cardiomyopathy 1G;6 conditions;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_12653,12653,TTN,Tibial muscular dystrophy;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided;Primary familial dilated cardiomyopathy,DCM,False,True,False,True,True,True,True,True,True
CM_12654,12654,TTN,Tibial muscular dystrophy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,True,False,False
CM_12657,12657,TTN,Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_12660,12660,TTN,Early-onset myopathy with fatal cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_12661,12661,TTN,Early-onset myopathy with fatal cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1275804,1275804,MYH7,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284305,1284305,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284309,1284309,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1284313,1284313,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284322,1284322,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284344,1284344,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284383,1284383,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284395,1284395,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284407,1284407,FLNC,not provided;Myofibrillar myopathy 5;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26,HCM,False,True,True,False,False,True,True,True,True
CM_1284426,1284426,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284503,1284503,TTN,not provided;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,False,True,True,True
CM_1284511,1284511,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1284521,1284521,MYBPC3,not provided;Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_1284530,1284530,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1284541,1284541,BAG3,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284545,1284545,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284552,1284552,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284567,1284567,TTN,not provided;Cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Primary dilated cardiomyopathy,DCM,False,True,True,False,False,True,True,True,True
CM_1284582,1284582,TTN,not provided;Tip-toe gait,other/unknown,False,True,False,True,True,False,True,True,True
CM_1284602,1284602,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284634,1284634,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284661,1284661,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284727,1284727,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284770,1284770,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284776,1284776,MYBPC3,not provided;Cardiovascular phenotype,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284793,1284793,TTN,not provided,other/unknown,False,False,False,False,True,True,True,True,False
CM_1284807,1284807,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284894,1284894,ACTC1,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1284997,1284997,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1285108,1285108,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1285115,1285115,FLNC,not provided;Myofibrillar myopathy 5;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26,HCM,False,True,True,False,False,True,True,True,True
CM_1285121,1285121,MYBPC3,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1285133,1285133,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1285158,1285158,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_1285162,1285162,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1285503,1285503,LMNA,"Familial partial lipodystrophy, Dunnigan type",other/unknown,False,False,False,False,True,False,False,False,False
CM_1296982,1296982,DSG2,Arrhythmogenic right ventricular dysplasia 10,other/unknown,False,False,False,False,True,False,False,False,False
CM_1297006,1297006,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_1297053,1297053,TTN,Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_1297705,1297705,TTN,not provided;6 conditions;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1298381,1298381,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,False,True,True,True,True,True,True
CM_1298511,1298511,MYBPC3,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1298512,1298512,MYBPC3,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1298847,1298847,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1299289,1299289,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1299521,1299521,MYH7,Dilated cardiomyopathy 1S,DCM,False,False,False,False,True,False,False,False,False
CM_1299837,1299837,LMNA,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1299840,1299840,MYBPC3,not provided;Cardiovascular phenotype,other/unknown,False,True,False,True,True,True,True,True,True
CM_1299910,1299910,TTN,not provided;Primary dilated cardiomyopathy,DCM,False,True,True,False,False,True,True,True,True
CM_1299952,1299952,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1299961,1299961,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_1301518,1301518,DSG2,not provided;Arrhythmogenic right ventricular dysplasia 10,other/unknown,False,True,False,True,True,True,True,True,True
CM_1301741,1301741,MYBPC3,Hypertrophic cardiomyopathy 4;Cardiomyopathy,HCM,False,True,False,True,True,False,False,True,True
CM_1301885,1301885,MYH7,MYH7-related disorder,other/unknown,False,True,False,True,True,False,False,True,True
CM_130686,130686,TTN,Tibial muscular dystrophy,other/unknown,False,False,False,False,True,False,False,False,False
CM_1308669,1308669,LMNA,Hutchinson-Gilford syndrome,syndromic/metabolic cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1319259,1319259,TNNT2,not provided,other/unknown,False,True,True,False,False,False,False,True,True
CM_1319904,1319904,FLNC,Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5;not provided;Distal myopathy with posterior leg and anterior hand involvement,HCM,False,True,False,True,True,False,False,True,True
CM_1319918,1319918,DSC2,Arrhythmogenic right ventricular dysplasia 11,other/unknown,False,False,False,False,True,False,True,False,False
CM_1320039,1320039,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_132133,132133,TTN,"Myopathy, myofibrillar, 9, with early respiratory failure;not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiomyopathy;6 conditions;Cardiovascular phenotype",DCM,False,True,True,False,False,False,True,True,True
CM_132134,132134,TTN,"Myopathy, myofibrillar, 9, with early respiratory failure;Dilated cardiomyopathy 1G",DCM,False,False,False,False,True,False,False,False,False
CM_132135,132135,TTN,"Myopathy, myofibrillar, 9, with early respiratory failure",other/unknown,False,False,False,False,True,False,False,False,False
CM_132137,132137,TTN,"Myopathy, myofibrillar, 9, with early respiratory failure;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;not provided;6 conditions;Primary familial dilated cardiomyopathy;Hereditary inclusion-body myopathy;Cardiovascular phenotype;Early-onset myopathy with fatal cardiomyopathy",DCM,False,True,False,True,True,False,True,True,True
CM_132138,132138,TTN,"Myopathy, myofibrillar, 9, with early respiratory failure",other/unknown,False,False,False,False,True,False,False,False,False
CM_1321424,1321424,PKP2,Familial isolated arrhythmogenic right ventricular dysplasia;Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_1321500,1321500,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1322203,1322203,DES,Desmin-related myofibrillar myopathy,other/unknown,False,True,False,True,True,False,True,True,True
CM_1322771,1322771,DSC2,Arrhythmogenic right ventricular dysplasia 11;Cardiovascular phenotype,other/unknown,False,False,False,False,True,True,True,True,False
CM_1322784,1322784,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_1322924,1322924,FLNC,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1322926,1322926,FLNC,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1323240,1323240,LMNA,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1323724,1323724,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1323725,1323725,TTN,not provided;Dilated cardiomyopathy 1G;Ovarian serous cystadenocarcinoma,DCM,False,True,True,False,False,True,True,True,True
CM_1323968,1323968,BAG3,Dilated cardiomyopathy 1HH;Myofibrillar myopathy 6,DCM,False,True,False,True,True,True,False,True,True
CM_1324072,1324072,BAG3,Dilated cardiomyopathy 1HH;Myofibrillar myopathy 6,DCM,False,True,False,True,True,False,True,True,True
CM_1324087,1324087,BAG3,Dilated cardiomyopathy 1HH;Myofibrillar myopathy 6,DCM,False,True,False,True,True,False,True,True,True
CM_1324094,1324094,BAG3,Myofibrillar myopathy 6;Dilated cardiomyopathy 1HH;not provided;BAG3-related disorder,DCM,False,True,True,False,False,True,True,True,True
CM_1324125,1324125,BAG3,Myofibrillar myopathy 6;Dilated cardiomyopathy 1HH,DCM,False,True,True,False,False,True,False,True,True
CM_1324260,1324260,BAG3,Dilated cardiomyopathy 1HH;Myofibrillar myopathy 6;Cardiovascular phenotype,DCM,False,True,True,False,False,True,True,True,True
CM_1324294,1324294,DSG2,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1324419,1324419,FLNC,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1324669,1324669,LMNA,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1324670,1324670,LMNA,not provided;Charcot-Marie-Tooth disease type 2,other/unknown,False,True,False,True,True,True,True,True,True
CM_1325260,1325260,TTN,not provided;6 conditions,other/unknown,False,False,False,False,True,True,False,True,False
CM_1325263,1325263,TTN,not provided;6 conditions,other/unknown,False,True,False,True,True,True,True,True,True
CM_1325264,1325264,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1325276,1325276,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1325277,1325277,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1325278,1325278,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1325280,1325280,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1325290,1325290,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1325291,1325291,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1325292,1325292,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1325293,1325293,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_1325301,1325301,TTN,not provided;Cardiovascular phenotype;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_1325303,1325303,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_1325803,1325803,DSG2,Arrhythmogenic right ventricular dysplasia 10,other/unknown,False,False,False,False,True,True,True,True,False
CM_1326923,1326923,TTN,Tibial muscular dystrophy;Cardiomyopathy;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1326970,1326970,DSP,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;Cardiomyopathy;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_1327353,1327353,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1327787,1327787,MYBPC3,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1328046,1328046,DES,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1329059,1329059,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_132908,132908,MYH7,Familial cardiomyopathy;Hypertrophic cardiomyopathy 1,HCM,False,False,False,False,True,False,False,False,False
CM_1329109,1329109,TTN,Cardiomyopathy;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1329110,1329110,TTN,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329114,1329114,TTN,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_132913,132913,MYH7,Familial cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_132914,132914,MYH7,Familial cardiomyopathy;Dilated cardiomyopathy 1S,DCM,False,False,False,False,True,False,False,False,False
CM_1329145,1329145,TTN,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329150,1329150,TTN,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329157,1329157,TTN,Cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_1329158,1329158,TTN,Cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_132916,132916,MYH7,Familial cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_132917,132917,MYH7,Familial cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329173,1329173,TTN,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329177,1329177,TTN,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329178,1329178,TTN,Cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_1329186,1329186,TTN,Cardiomyopathy;Cardiovascular phenotype,nonspecific cardiomyopathy,False,True,False,True,True,True,True,True,True
CM_1329193,1329193,TTN,Cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype;not provided;6 conditions,DCM,False,True,False,True,True,False,True,True,True
CM_132920,132920,MYH7,Familial cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329201,1329201,TTN,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329203,1329203,TTN,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329212,1329212,TTN,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329226,1329226,TTN,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329230,1329230,TTN,Cardiomyopathy;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,True,False,False,True,True,True,True
CM_1329235,1329235,DES,Cardiomyopathy;DES-related disorder,nonspecific cardiomyopathy,False,True,False,True,True,True,True,True,True
CM_132925,132925,MYH7,"Familial cardiomyopathy;Left ventricular noncompaction cardiomyopathy;Hypertrophic cardiomyopathy;Dilated cardiomyopathy 1S;not provided;Primary dilated cardiomyopathy;Myosin storage myopathy;Hypertrophic cardiomyopathy 1;Myopathy, myosin storage, autosomal recessive;MYH7-related skeletal myopathy",LVNC,False,True,False,True,True,False,True,True,True
CM_132926,132926,MYH7,Familial cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329263,1329263,DSP,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329266,1329266,DSP,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329268,1329268,DSP,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329270,1329270,PKP2,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329271,1329271,PKP2,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329272,1329272,PKP2,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_132928,132928,MYH7,Familial cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_132930,132930,MYH7,Familial cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_132931,132931,MYH7,Familial cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_132933,132933,MYH7,Familial cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
