assertion_id,future_condition_label_drift,future_classification_change,future_cross_environment_drift,future_any_meaning_drift
CM_1453476,0,0,0,0
CM_1453500,0,0,0,0
CM_1453553,1,0,0,1
CM_1453571,1,0,0,1
CM_1453621,0,0,0,0
CM_1453625,0,0,0,0
CM_1453987,0,0,0,0
CM_1454040,1,0,0,1
CM_1454080,1,0,0,1
CM_1454107,1,0,0,1
CM_1454170,1,0,0,1
CM_1454186,1,0,0,1
CM_1454187,1,0,0,1
CM_1454298,0,0,0,0
CM_1454409,1,0,0,1
CM_1454572,0,0,0,0
CM_1454685,1,0,0,1
CM_1454804,1,0,0,1
CM_1454824,1,0,0,1
CM_1454999,1,0,0,1
CM_1455288,1,0,0,1
CM_1455294,1,0,0,1
CM_1455319,0,0,0,0
CM_1455326,0,0,0,0
CM_1455338,1,0,0,1
CM_1455469,0,0,0,0
CM_1455568,0,0,0,0
CM_1455627,0,0,0,0
CM_1455717,0,0,0,0
CM_1455826,0,0,0,0
CM_1455872,1,0,0,1
CM_1455905,1,0,0,1
CM_1455927,0,0,0,0
CM_1455948,0,0,0,0
CM_1455949,1,0,0,1
CM_1455973,1,0,0,1
CM_1455995,0,0,0,0
CM_1456226,0,0,0,0
CM_1456456,1,0,0,1
CM_1456480,0,0,0,0
CM_1456576,0,0,0,0
CM_1456628,0,0,0,0
CM_1456761,1,0,0,1
CM_1456782,0,0,0,0
CM_1456983,1,0,0,1
CM_1457032,1,0,0,1
CM_1457079,0,0,0,0
CM_1457130,1,0,0,1
CM_1457138,0,0,0,0
CM_1457139,0,0,0,0
CM_1457261,0,0,0,0
CM_1457399,0,0,0,0
CM_1457582,1,0,0,1
CM_1457584,1,0,0,1
CM_1457623,0,0,0,0
CM_1457634,1,0,0,1
CM_1457655,1,0,0,1
CM_1457765,0,0,0,0
CM_1457766,0,0,0,0
CM_1457783,1,0,0,1
CM_1457802,1,0,0,1
CM_1457860,1,0,0,1
CM_1457917,1,0,0,1
CM_1458306,1,0,0,1
CM_1458720,1,0,0,1
CM_1458896,0,0,0,0
CM_1458955,1,0,0,1
CM_1459211,1,0,0,1
CM_1459506,1,0,0,1
CM_1459522,0,0,0,0
CM_1459545,0,0,0,0
CM_1459571,1,0,0,1
CM_1459599,0,0,0,0
CM_1459680,1,0,0,1
CM_1459763,0,0,0,0
CM_1459814,0,0,0,0
CM_1459973,0,0,0,0
CM_1460174,0,0,0,0
CM_1460336,0,0,0,0
CM_1460339,0,0,0,0
CM_1460461,0,0,0,0
CM_1460465,0,0,0,0
CM_1464689,0,0,0,0
CM_1464758,0,0,0,0
CM_1464786,0,0,0,0
CM_1465094,1,0,0,1
CM_1465155,1,0,0,1
CM_1465433,0,0,0,0
CM_1465573,0,0,0,0
CM_1465603,0,0,0,0
CM_1465773,0,0,0,0
CM_1465895,1,0,0,1
CM_1466258,0,0,0,0
CM_1466347,1,0,0,1
CM_1466662,0,0,0,0
CM_1466712,0,0,0,0
CM_1466805,0,0,0,0
CM_1466922,1,0,0,1
CM_1467215,1,0,1,1
CM_1467273,0,0,0,0
CM_1467404,1,0,0,1
CM_1467653,1,0,0,1
CM_1468123,0,0,0,0
CM_1468134,0,0,0,0
CM_1468423,0,0,0,0
CM_1468641,0,0,0,0
CM_1468828,0,0,0,0
CM_1469032,1,0,0,1
CM_1469069,0,0,0,0
CM_1469293,0,0,0,0
CM_1469351,0,0,0,0
CM_1469404,0,0,0,0
CM_1469822,0,0,0,0
CM_1469875,0,0,0,0
CM_1469958,0,0,0,0
CM_1470069,0,0,0,0
CM_1470110,0,0,0,0
CM_1470716,0,0,0,0
CM_1470727,0,0,0,0
CM_1470918,1,0,0,1
CM_1471017,0,0,0,0
CM_1471108,1,0,1,1
CM_1471146,1,0,0,1
CM_1471320,0,0,0,0
CM_1471331,0,0,0,0
CM_1471451,0,0,0,0
CM_1472188,0,0,0,0
CM_1472278,0,0,0,0
CM_1472629,0,0,0,0
CM_1472827,0,0,0,0
CM_1472862,1,0,0,1
CM_1472913,1,0,0,1
CM_1473313,1,0,0,1
CM_1473369,1,0,0,1
CM_1473628,0,0,0,0
CM_1473876,0,0,0,0
CM_1474023,0,0,0,0
CM_1474053,0,0,0,0
CM_1474201,0,0,0,0
CM_1474278,1,0,0,1
CM_1474559,0,0,0,0
CM_1474670,0,0,0,0
CM_1474837,0,0,0,0
CM_1475078,1,0,0,1
CM_1475284,0,0,0,0
CM_1475503,0,0,0,0
CM_1475555,1,0,0,1
CM_1475565,0,0,0,0
CM_1475633,1,0,0,1
CM_1475756,0,0,0,0
CM_1476035,0,0,0,0
CM_1476095,0,0,0,0
CM_1476311,0,0,0,0
CM_1476322,0,0,0,0
CM_1476412,1,0,0,1
CM_1476422,0,0,0,0
CM_1476661,0,0,0,0
CM_1476905,0,0,0,0
CM_1477177,0,0,0,0
CM_1477297,0,0,0,0
CM_1477316,0,0,0,0
CM_1477473,0,0,0,0
CM_1477622,0,0,0,0
CM_1477651,0,0,0,0
CM_1477739,1,0,0,1
CM_1477887,0,0,0,0
CM_1477916,1,0,0,1
CM_1477925,0,0,0,0
CM_1478082,1,0,0,1
CM_1478247,0,0,0,0
CM_1478718,0,0,0,0
CM_1478797,0,0,0,0
CM_1478914,0,0,0,0
CM_1479021,1,0,0,1
CM_1479030,0,0,0,0
CM_1479651,0,0,0,0
CM_1480088,0,0,0,0
CM_1480205,0,0,0,0
CM_1480791,0,0,0,0
CM_1480896,0,0,0,0
CM_1481115,0,0,0,0
CM_1481198,0,0,0,0
CM_1481365,0,0,0,0
CM_1481825,0,0,0,0
CM_1482201,1,0,0,1
CM_1482220,0,0,0,0
CM_1482540,0,0,0,0
CM_1482784,0,0,0,0
CM_1482882,0,0,0,0
CM_1483146,0,0,0,0
CM_1483269,0,0,0,0
CM_1483460,0,0,0,0
CM_1483904,0,0,0,0
CM_1483944,1,0,0,1
CM_1484069,0,0,0,0
CM_1484500,0,0,0,0
CM_1484690,0,0,0,0
CM_1484938,0,0,0,0
CM_1485043,0,0,0,0
CM_1485157,0,0,0,0
CM_1485188,0,0,0,0
CM_1485215,0,0,0,0
CM_1485618,0,0,0,0
CM_1485627,0,0,0,0
CM_1485803,1,0,0,1
CM_1485852,0,0,0,0
CM_1485923,1,0,0,1
CM_1486015,0,0,0,0
CM_1486044,1,0,0,1
CM_1486185,0,0,0,0
CM_1486866,0,0,0,0
CM_1486877,0,0,0,0
CM_1486888,0,0,0,0
CM_1487010,0,0,0,0
CM_1487078,0,0,0,0
CM_1487280,0,0,0,0
CM_1487318,0,0,0,0
CM_1487386,0,0,0,0
CM_1487530,0,0,0,0
CM_1487742,0,0,0,0
CM_1487828,1,0,0,1
CM_1487885,1,0,0,1
CM_1488171,0,0,0,0
CM_1488436,0,0,0,0
CM_1488512,0,0,0,0
CM_1488887,1,0,0,1
CM_1488934,1,0,0,1
CM_1488975,0,0,0,0
CM_1489015,0,0,0,0
CM_1489101,0,0,0,1
CM_1489330,0,0,0,0
CM_1489350,1,0,0,1
CM_1489566,1,0,0,1
CM_1489576,0,0,0,0
CM_1489748,1,0,0,1
CM_1489976,0,0,0,0
CM_1490018,0,0,0,0
CM_1490280,0,0,0,0
CM_1490328,0,0,0,0
CM_1490425,0,0,0,0
CM_1490521,0,0,0,0
CM_1490892,0,0,0,0
CM_1491239,0,0,0,0
CM_1491310,0,0,0,0
CM_1491526,0,0,0,0
CM_1491787,1,0,0,1
CM_1491938,0,0,0,0
CM_1492081,0,0,0,0
CM_1492158,0,0,0,0
CM_1492287,0,0,0,0
CM_1492298,0,0,0,0
CM_1492340,0,0,0,0
CM_1492692,0,0,0,0
CM_1493260,0,0,0,0
CM_1493479,0,0,0,0
CM_1493633,0,0,0,0
CM_1494019,0,0,0,0
CM_1494302,0,0,0,0
CM_1494444,1,0,0,1
CM_1494973,0,0,0,0
CM_1495215,0,0,0,0
CM_1495565,0,0,0,0
CM_1495604,0,0,0,0
CM_1495694,0,0,0,0
CM_1495800,0,0,0,0
CM_1496541,0,0,0,0
CM_1497348,0,0,0,0
CM_1497797,0,0,0,0
CM_1498187,0,0,0,0
CM_1498345,0,0,0,0
CM_1498644,0,0,0,0
CM_1498721,0,0,0,0
CM_1498812,0,0,0,0
CM_1498821,0,0,0,0
CM_1499020,0,0,0,0
CM_1499575,0,0,0,0
CM_1499812,0,0,0,0
CM_1499967,0,0,0,0
CM_1500057,1,0,0,1
CM_1500068,0,0,0,0
CM_1500144,0,0,0,0
CM_1500531,0,0,0,0
CM_1500640,0,0,0,0
CM_1501211,1,0,0,1
CM_1501762,1,0,0,1
CM_1501964,0,0,0,0
CM_1502137,1,0,0,1
CM_1502345,0,0,0,0
CM_1502423,0,0,0,0
CM_1502658,0,0,0,0
CM_1503099,0,0,0,0
CM_1503139,0,0,0,0
CM_1503471,0,0,0,0
CM_1504032,1,0,0,1
CM_1504358,1,0,0,1
CM_1504514,0,0,0,0
CM_1504582,0,0,0,0
CM_1504747,0,0,0,0
CM_1504816,0,0,0,0
CM_1504843,0,0,0,0
CM_1504911,0,0,0,0
CM_1505074,0,0,0,0
CM_1505165,0,0,0,0
CM_1505203,0,0,0,0
CM_1505233,1,0,0,1
CM_1505263,0,0,0,0
CM_1505665,0,0,0,0
CM_1505786,0,0,0,0
CM_1505968,1,0,0,1
CM_1506153,0,0,0,0
CM_1506234,0,0,0,0
CM_1506442,0,0,0,0
CM_1506519,1,0,0,1
CM_1506596,1,0,0,1
CM_1506629,0,0,0,0
CM_1506638,0,0,0,0
CM_1506649,0,0,0,0
CM_1506731,0,0,0,0
CM_1506848,0,0,0,0
CM_1506917,1,0,0,1
CM_1506927,0,0,0,0
CM_1507274,0,0,0,0
CM_1507304,1,0,0,1
CM_1507354,0,0,0,0
CM_1507647,0,0,0,0
CM_1507909,0,0,0,0
CM_1507931,0,0,0,0
CM_1507953,1,0,0,1
CM_1508257,1,0,0,1
CM_1508528,0,0,0,0
CM_1508547,0,0,0,0
CM_1508654,0,0,0,0
CM_1508665,0,0,0,0
CM_1508786,1,0,0,1
CM_1509085,0,0,0,0
CM_1509096,0,0,0,0
CM_1509508,0,0,0,0
CM_1509719,1,0,0,1
CM_1510149,0,0,0,0
CM_1510267,0,0,0,0
CM_1510568,0,0,0,0
CM_1510655,0,0,0,0
CM_1510785,0,0,0,0
CM_1510939,0,0,0,0
CM_1511208,1,0,0,1
CM_1511309,0,0,0,0
CM_1511359,0,0,0,0
CM_1511732,0,0,0,0
CM_1511912,0,0,0,0
CM_1512355,0,0,0,0
CM_1512403,0,0,0,0
CM_1512777,1,0,0,1
CM_1512786,1,0,0,1
CM_1513018,0,0,0,0
CM_1513232,0,0,0,0
CM_1513242,0,0,0,0
CM_1513379,0,0,0,0
CM_1513601,0,0,0,0
CM_1513690,1,0,0,1
CM_1513699,0,0,0,0
CM_1513764,1,0,0,1
CM_1513790,0,0,0,0
CM_1513810,0,0,0,0
CM_1513853,0,0,0,0
CM_1514714,0,0,0,0
CM_1514853,0,0,0,0
CM_1515027,1,0,0,1
CM_1515089,0,0,0,1
CM_1515108,1,0,0,1
CM_1515356,0,0,0,0
CM_1515407,0,0,0,0
CM_1515476,0,0,0,0
CM_1515514,0,0,0,0
CM_1515541,0,0,0,0
CM_1515608,0,0,0,0
CM_1515638,1,0,0,1
CM_1515650,0,0,0,0
CM_1515666,0,0,0,0
CM_1515834,0,0,0,0
CM_1516210,0,0,0,0
CM_1516719,0,0,0,0
CM_1516770,0,0,0,0
CM_1516991,1,0,0,1
CM_1517039,0,0,0,0
CM_1517229,0,0,0,0
CM_1517760,0,0,0,0
CM_1518144,0,0,0,0
CM_1518263,0,0,0,0
CM_1518334,0,0,0,0
CM_1518558,0,0,0,0
CM_1518621,0,0,0,0
CM_1518767,1,0,0,1
CM_1518962,0,0,0,0
CM_1519274,0,0,0,0
CM_1519564,0,0,0,0
CM_1519798,1,0,0,1
CM_1519835,0,0,0,0
CM_1519946,0,0,0,0
CM_1520035,0,0,0,0
CM_1520072,0,0,0,1
CM_1520338,0,0,0,0
CM_1520475,0,0,0,0
CM_1520577,0,0,0,0
CM_1520714,1,0,0,1
CM_1520869,0,0,0,0
CM_1521122,0,0,0,0
CM_1521271,0,0,0,0
CM_1521426,0,0,0,0
CM_1521530,0,0,0,0
CM_1521651,0,0,0,0
CM_1522366,0,0,0,0
CM_1522493,1,0,0,1
CM_1522601,0,0,0,0
CM_1522684,0,0,0,0
CM_1522765,1,0,0,1
CM_1523051,0,0,0,0
CM_1523155,0,0,0,0
CM_1523552,0,0,0,0
CM_1523639,0,0,0,0
CM_1523785,0,0,0,0
CM_1524395,0,0,0,0
CM_1525071,0,0,0,0
CM_1525510,0,0,0,0
CM_1525530,0,0,0,0
CM_1525773,0,0,0,0
CM_1526037,0,0,0,0
CM_1526046,0,0,0,0
CM_1526128,0,0,0,0
CM_1527870,0,0,0,0
CM_155806,0,0,0,0
CM_155807,0,0,0,0
CM_155808,1,0,0,1
CM_155812,0,0,0,0
CM_155814,1,0,0,1
CM_155848,0,0,0,0
CM_156530,1,0,0,1
CM_157671,1,0,0,1
CM_157672,1,0,0,1
CM_157673,1,0,0,1
CM_161326,1,0,0,1
CM_161328,1,0,0,1
CM_162412,0,0,0,0
CM_162504,1,0,0,1
CM_162505,1,0,0,1
CM_162506,1,0,0,1
CM_162727,1,0,1,1
CM_162769,0,0,0,0
CM_163027,0,0,0,1
CM_163230,0,0,0,0
CM_163231,0,0,0,0
CM_163265,1,0,0,1
CM_163276,0,0,0,0
CM_164021,0,0,0,0
CM_164042,0,0,0,0
CM_164047,0,0,0,0
CM_164048,0,0,0,0
CM_164049,0,0,0,0
CM_164051,1,0,0,1
CM_164053,0,0,0,1
CM_164055,1,0,0,1
CM_164059,1,0,0,1
CM_164063,1,0,0,1
CM_164071,1,0,0,1
CM_164073,0,0,0,0
CM_164091,1,0,0,1
CM_164095,1,0,0,1
CM_164107,0,0,0,0
CM_164113,1,0,0,1
CM_164114,1,0,0,1
CM_164116,1,0,0,1
CM_164118,1,0,0,1
CM_164119,1,0,0,1
CM_164134,0,0,0,0
CM_164135,0,0,0,1
CM_164136,0,0,0,0
CM_164140,1,0,1,1
CM_164148,0,0,0,0
CM_164151,0,0,0,0
CM_164155,0,0,0,0
CM_164284,1,0,0,1
CM_164294,1,0,0,1
CM_164312,1,0,0,1
CM_164313,0,0,0,0
CM_164316,1,0,0,1
CM_164324,1,0,0,1
CM_164329,0,0,0,0
CM_164335,0,0,0,0
CM_164337,1,0,0,1
CM_164342,1,0,0,1
CM_164378,1,0,0,1
CM_164381,1,0,0,1
CM_164392,0,0,0,0
CM_164401,0,0,0,1
CM_164945,0,0,0,0
CM_165510,1,0,0,1
CM_165511,0,0,0,0
CM_165516,1,0,0,1
CM_165533,0,0,0,0
CM_165549,0,0,0,0
CM_165667,0,0,0,0
CM_165719,1,0,0,1
CM_165720,1,0,0,1
CM_165770,0,0,0,0
CM_165801,1,0,0,1
CM_165810,0,0,0,0
CM_165852,0,0,0,0
CM_165855,1,0,0,1
CM_165869,1,0,0,1
CM_165916,0,0,0,0
CM_165964,1,0,0,1
CM_165975,0,0,0,0
CM_165985,1,0,0,1
CM_165996,0,0,0,0
CM_166546,0,0,0,0
CM_1675064,1,0,0,1
CM_1675067,0,0,0,0
CM_1675070,0,0,0,0
CM_1675330,1,0,1,1
CM_1675533,0,0,0,0
CM_1675841,0,0,0,0
CM_1676924,1,0,1,1
CM_1677217,0,0,0,0
CM_1677583,1,0,1,1
CM_1677651,0,0,0,0
CM_1677680,0,0,0,0
CM_1677681,0,0,0,0
CM_1678020,0,0,0,0
CM_1678094,1,0,1,1
CM_1678098,1,0,1,1
CM_1678099,0,0,0,0
CM_1678100,0,0,0,0
CM_1678109,0,0,0,0
CM_1678110,0,0,0,0
CM_1678113,0,0,0,0
CM_1678117,0,0,0,0
CM_1678120,1,0,1,1
CM_1678125,1,0,0,1
CM_1678128,1,0,1,1
CM_1678136,1,0,0,1
CM_1678137,1,0,1,1
CM_1678138,0,0,0,0
CM_1678144,0,0,0,0
CM_1678145,0,0,0,0
CM_1678146,1,0,0,1
CM_1678149,1,0,0,1
CM_1678157,0,0,0,0
CM_1678159,0,0,0,0
CM_1678161,0,0,0,0
CM_1678171,0,0,0,0
CM_1678359,1,0,1,1
CM_1678568,0,0,0,0
CM_1678654,1,0,0,1
CM_1678718,0,0,0,0
CM_1679095,1,0,0,1
CM_1679098,1,0,0,1
CM_1679195,1,0,0,1
CM_1679942,1,0,0,1
CM_16810,1,0,0,1
CM_16812,0,0,0,0
CM_16815,1,0,0,1
CM_16821,0,0,0,0
CM_16823,0,0,0,0
CM_16825,0,0,0,0
CM_16826,1,0,0,1
CM_16829,1,0,0,1
CM_16830,0,0,0,0
CM_16834,0,0,0,0
CM_16835,0,0,0,0
CM_16836,1,0,1,1
CM_16837,1,0,0,1
CM_16838,0,0,0,0
CM_16839,1,0,1,1
CM_16840,1,0,1,1
CM_16842,1,0,1,1
CM_16843,1,0,0,1
CM_16844,1,0,0,1
CM_16845,1,0,0,1
CM_16848,0,0,0,0
CM_1685368,0,0,0,0
CM_1685379,0,0,0,0
CM_1685407,0,0,0,0
CM_1686263,0,0,0,0
CM_1686283,0,0,0,0
CM_1687148,1,0,0,1
CM_1687205,0,0,0,1
CM_1687241,0,0,0,0
CM_1687285,0,0,0,0
CM_1687316,0,0,0,0
CM_1687419,1,0,0,1
CM_1687457,0,0,0,0
CM_1687720,0,0,0,1
CM_1690368,1,0,0,1
CM_1691500,1,0,1,1
CM_1691628,1,0,0,1
CM_1691753,0,0,0,1
CM_1693178,0,0,0,0
CM_1693179,0,0,0,0
CM_1693180,0,0,0,0
CM_1693181,0,0,0,0
CM_1693187,0,0,0,0
CM_1693197,0,0,0,0
CM_1693206,1,0,0,1
CM_1693213,0,0,0,0
CM_1693214,0,0,0,0
CM_1693215,0,0,0,0
CM_1693216,0,0,0,0
CM_1694869,0,0,0,0
CM_1694870,0,0,0,0
CM_1694989,1,0,1,1
CM_1695405,0,0,0,1
CM_1695409,1,0,0,1
CM_1695415,1,0,1,1
CM_1696009,1,0,0,1
CM_1696840,0,0,0,0
CM_1698278,0,0,0,0
CM_1698372,0,0,0,0
CM_1698456,0,0,0,0
CM_1698537,0,0,0,0
CM_1698599,1,0,0,1
CM_1699158,1,0,1,1
CM_1699339,1,0,0,1
CM_1700137,1,0,1,1
CM_1700262,1,0,1,1
CM_1700491,1,0,1,1
CM_1701333,0,0,0,0
CM_1701400,0,0,0,0
CM_1701401,0,0,0,0
CM_1701778,0,0,0,1
CM_1701920,0,0,0,0
CM_1701921,1,0,1,1
CM_1701922,0,0,0,0
CM_1701927,0,0,0,0
CM_1701931,1,0,0,1
CM_1701935,0,0,0,0
CM_1702975,0,0,0,0
CM_1703037,0,0,0,0
CM_1703676,0,0,0,0
CM_1704615,0,0,0,0
CM_1704617,1,0,1,1
CM_1705335,0,0,0,0
CM_1705378,0,0,0,1
CM_1705387,0,0,0,0
CM_1705399,0,0,0,0
CM_1705619,0,0,0,0
CM_1705740,0,0,0,0
CM_1706141,1,0,1,1
CM_1708042,1,0,1,1
CM_1708075,0,0,0,0
CM_1708475,1,0,1,1
CM_1708999,0,0,0,0
CM_1709023,1,0,1,1
CM_1709037,0,0,0,0
CM_1709041,0,0,0,0
CM_1709166,1,0,0,1
CM_1709434,0,0,0,0
CM_1709878,0,0,0,0
CM_1710185,0,0,0,0
CM_1710213,0,0,0,0
CM_1710285,0,0,0,0
CM_1710286,0,0,0,0
CM_1711518,0,0,0,0
CM_1722956,1,0,1,1
CM_1723021,1,0,1,1
CM_1723736,0,0,0,0
CM_1727219,0,0,0,0
CM_1727506,0,0,0,0
CM_1728089,0,0,0,0
CM_1728257,0,0,0,0
CM_1728458,0,0,0,0
CM_1728661,0,0,0,0
CM_1728884,1,0,1,1
CM_1729018,0,0,0,0
CM_1729108,0,0,0,0
CM_1729295,0,0,0,0
CM_1729302,0,0,0,0
CM_1729306,0,0,0,0
CM_1729315,1,0,1,1
CM_1729469,1,0,1,1
CM_1729638,0,0,0,0
CM_1729999,1,0,1,1
CM_1730526,0,0,0,0
CM_1730682,0,0,0,0
CM_1730885,1,0,1,1
CM_1731469,0,0,0,0
CM_1731597,0,0,0,0
CM_1731686,0,0,0,0
CM_1731762,0,0,0,0
CM_1731937,1,0,1,1
CM_1731958,1,0,1,1
CM_1732064,0,0,0,0
CM_1732517,0,0,0,0
CM_1733001,1,0,1,1
CM_1733158,0,0,0,0
CM_1733246,0,0,0,0
CM_1733369,0,0,0,0
CM_1733909,0,0,0,0
CM_1734292,0,0,0,0
CM_1734339,0,0,0,0
CM_1734448,0,0,0,0
CM_1734677,1,0,1,1
CM_1734706,0,0,0,0
CM_1734868,1,0,0,1
CM_1734894,0,0,0,0
CM_1735019,0,0,0,0
CM_1735520,0,0,0,0
CM_1735548,0,0,0,0
CM_1735940,0,0,0,0
CM_1735954,0,0,0,0
CM_1736024,1,0,0,1
CM_1736077,1,0,1,1
CM_1736366,1,0,1,1
CM_1736392,1,0,1,1
CM_1736414,1,0,1,1
CM_1736548,1,0,1,1
CM_1736712,1,0,1,1
CM_1737951,0,0,0,0
CM_1738289,0,0,0,0
CM_1738371,0,0,0,0
CM_1738465,1,0,1,1
CM_1738540,0,0,0,0
CM_1738584,0,0,0,0
CM_1738795,0,0,0,0
CM_1738836,0,0,0,0
CM_1738930,0,0,0,0
CM_1739276,0,0,0,0
CM_1739277,0,0,0,0
CM_1739344,1,0,1,1
CM_1739459,0,0,0,0
CM_1739667,0,0,0,0
CM_1739932,0,0,0,0
CM_1740062,0,0,0,0
CM_1740164,0,0,0,0
CM_1740488,1,0,1,1
CM_1740523,1,0,1,1
CM_1740650,0,0,0,0
CM_1740735,0,0,0,0
CM_1741196,0,0,0,0
CM_1741373,0,0,0,0
CM_1741492,0,0,0,0
CM_1741820,1,0,1,1
CM_1741902,1,0,1,1
CM_1741929,0,0,0,0
CM_1741984,0,0,0,0
CM_1742615,0,0,0,0
CM_1742623,0,0,0,0
CM_1742923,0,0,0,0
CM_1742968,0,0,0,0
CM_1743390,0,0,0,0
CM_1743434,0,0,0,0
CM_1743450,1,0,1,1
CM_1743791,0,0,0,0
CM_1744002,0,0,0,0
CM_1744018,1,0,1,1
CM_1744121,0,0,0,0
CM_1744290,0,0,0,0
CM_1744359,0,0,0,0
CM_1744488,1,0,1,1
CM_1744605,1,0,1,1
CM_1744623,0,0,0,0
CM_1744725,0,0,0,0
CM_1744732,0,0,0,0
CM_1745427,1,0,1,1
CM_1745432,1,0,1,1
CM_1745491,0,0,0,0
CM_1745516,0,0,0,0
CM_1745571,1,0,0,1
CM_1746075,0,0,0,0
CM_1746367,0,0,0,0
CM_1746392,0,0,0,0
CM_1746563,0,0,0,0
CM_1746776,0,0,0,0
CM_1746790,0,0,0,0
CM_1746853,1,0,1,1
CM_1746950,0,0,0,0
CM_1747084,0,0,0,0
CM_1747250,0,0,0,0
CM_1747317,0,0,0,0
CM_1747394,1,0,1,1
CM_1747504,0,0,0,0
CM_1747633,0,0,0,0
CM_1747830,0,0,0,0
CM_1747875,0,0,0,0
CM_1747886,1,0,1,1
CM_1747887,1,0,1,1
CM_1748039,0,0,0,0
CM_1748080,0,0,0,0
CM_1748196,1,0,1,1
CM_1748215,0,0,0,0
CM_1748369,0,0,0,0
CM_1748675,0,0,0,0
CM_1748884,1,0,1,1
CM_1748977,1,0,1,1
CM_1748984,0,0,0,0
CM_1749170,1,0,1,1
CM_1749235,0,0,0,0
CM_1749353,0,0,0,0
CM_1749404,0,0,0,0
CM_1749582,1,0,1,1
CM_1749813,0,0,0,0
CM_1750194,1,0,0,1
CM_1750211,0,0,0,0
CM_1750319,0,0,0,0
CM_1750420,1,0,1,1
CM_1750515,1,0,0,1
CM_1750531,0,0,0,0
CM_1750805,0,0,0,0
CM_1751064,0,0,0,0
CM_1751189,1,0,1,1
CM_1751334,0,0,0,0
CM_1751344,0,0,0,0
CM_1752007,0,0,0,0
CM_1752518,0,0,0,0
CM_1752569,0,0,0,0
CM_1752632,1,0,1,1
CM_1752760,0,0,0,0
CM_1752786,1,0,0,1
CM_1752921,0,0,0,0
CM_1752940,0,0,0,0
CM_1753120,1,0,1,1
CM_1753259,1,0,1,1
CM_1753406,0,0,0,0
CM_1753629,0,0,0,0
CM_1753675,1,0,1,1
CM_1753982,1,0,1,1
CM_1754027,0,0,0,0
CM_1754087,0,0,0,0
CM_1754105,0,0,0,0
CM_1754119,0,0,0,0
CM_1754401,1,0,1,1
CM_1754576,0,0,0,0
CM_1754718,0,0,0,0
CM_1754928,1,0,1,1
CM_1754932,0,0,0,0
CM_1755050,0,0,0,0
CM_1755162,1,0,1,1
CM_1755848,1,0,1,1
CM_1755897,0,0,0,0
CM_1756188,0,0,0,0
CM_1756275,1,0,1,1
CM_1756497,0,0,0,0
CM_1756644,0,0,0,0
CM_1756727,1,0,1,1
CM_1757060,1,0,1,1
CM_1757061,0,0,0,0
CM_1757230,0,0,0,0
CM_1757549,0,0,0,0
CM_1757829,1,0,0,1
CM_1758338,0,0,0,0
CM_1758427,0,0,0,0
CM_1758581,0,0,0,0
CM_1758809,0,0,0,0
CM_1759077,1,0,1,1
CM_1759225,0,0,0,0
CM_1759797,0,0,0,0
CM_1759806,0,0,0,0
CM_1759862,0,0,0,0
CM_1760238,0,0,0,0
CM_1760287,0,0,0,0
CM_1760377,0,0,0,0
CM_1760554,0,0,0,0
CM_1760560,1,0,1,1
CM_1760604,0,0,0,0
CM_1760635,1,0,1,1
CM_1760654,1,0,1,1
CM_1762103,0,0,0,0
CM_1762478,0,0,0,0
CM_1762850,0,0,0,0
CM_1763714,1,0,1,1
CM_1764101,0,0,0,0
CM_1764518,0,0,0,0
CM_1765069,1,0,1,1
CM_1765936,0,0,0,0
CM_1766208,0,0,0,0
CM_1766348,0,0,0,0
CM_1766724,1,0,0,1
CM_1766916,0,0,0,0
CM_1767635,1,0,0,1
CM_1767649,0,0,0,0
CM_1767805,1,0,1,1
CM_1767952,0,0,0,0
CM_1768363,0,0,0,0
CM_1768448,0,0,0,0
CM_1768519,1,0,1,1
CM_1769533,0,0,0,0
CM_1769560,1,0,1,1
CM_1769794,0,0,0,0
CM_1769911,1,0,1,1
CM_1770591,1,0,1,1
CM_1770618,1,0,1,1
CM_1771567,0,0,0,1
CM_1772149,1,0,1,1
CM_1772817,1,0,1,1
CM_1773867,0,0,0,0
CM_1773902,0,0,0,0
CM_1774637,0,0,0,0
CM_1774853,0,0,0,0
CM_1775204,0,0,0,0
CM_1775267,0,0,0,0
CM_1775600,0,0,0,0
CM_1775992,0,0,0,0
CM_1776028,0,0,0,0
CM_177623,1,0,0,1
CM_177624,1,0,0,1
CM_177625,1,0,0,1
CM_177626,1,0,0,1
CM_177630,0,0,0,0
CM_177634,1,0,0,1
CM_177636,1,0,0,1
CM_177637,1,0,0,1
CM_177641,0,0,0,0
CM_177644,1,0,0,1
CM_177659,0,0,0,0
CM_177660,1,0,0,1
CM_177664,1,0,0,1
CM_177665,0,0,0,0
CM_177667,1,0,0,1
CM_177668,0,0,0,0
CM_177670,1,0,0,1
CM_177675,1,0,0,1
CM_177679,1,0,1,1
CM_177680,0,0,0,0
CM_177683,1,0,0,1
CM_177685,0,0,0,1
CM_177686,0,0,0,0
CM_1776886,1,0,1,1
CM_177692,0,0,0,0
CM_177698,0,0,0,0
CM_177701,1,0,1,1
CM_177705,0,0,0,0
CM_177706,0,0,0,0
CM_177718,0,0,0,0
CM_177734,0,0,0,0
CM_177742,0,0,0,0
CM_1777501,0,0,0,0
CM_177757,1,0,0,1
CM_177758,1,0,0,1
CM_177766,0,0,0,0
CM_1777805,0,0,0,0
CM_177783,0,0,0,0
