case_assertion_id,control_assertion_id,gene,domain,baseline_env,case_regime,control_regime,case_regime_empirical_risk,control_regime_empirical_risk,risk_difference
CANCER_1448242,CANCER_525961,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1448774,CANCER_1074241,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1449675,CANCER_1343819,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1450135,CANCER_937999,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1451053,CANCER_1383241,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1451243,CANCER_1797026,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1451249,CANCER_1072131,MSH6,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1451259,CANCER_1074531,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1451589,CANCER_694625,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1452009,CANCER_1460417,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1452084,CANCER_407507,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1452530,CANCER_1072677,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1452563,CANCER_937042,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1452690,CANCER_417414,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1452828,CANCER_1452092,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1453103,CANCER_1073176,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1453180,CANCER_1067119,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1453378,CANCER_830658,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1453589,CANCER_838386,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1453654,CANCER_1383189,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1453679,CANCER_955701,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1453755,CANCER_1074551,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1454124,CANCER_1419281,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1454260,CANCER_951629,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1454345,CANCER_863729,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1454387,CANCER_216044,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1454465,CANCER_824810,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1454748,CANCER_846024,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1454796,CANCER_574722,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1454867,CANCER_1453623,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1454931,CANCER_822090,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1454938,CANCER_453490,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1455267,CANCER_1072369,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1455284,CANCER_823703,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1455637,CANCER_584174,MSH6,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1455653,CANCER_187264,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1455892,CANCER_1434250,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1456088,CANCER_1433947,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1456197,CANCER_574722,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1456326,CANCER_967745,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1456339,CANCER_570427,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1456468,CANCER_1071690,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1456569,CANCER_837404,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1456820,CANCER_935723,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1456948,CANCER_843704,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1457002,CANCER_584045,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1457303,CANCER_832312,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1457304,CANCER_1430486,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1457661,CANCER_1070531,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1457810,CANCER_1073546,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1457976,CANCER_1068799,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1457996,CANCER_573288,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1458240,CANCER_1517490,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1458544,CANCER_641558,PMS2,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1458829,CANCER_1677226,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1459094,CANCER_1075506,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1459140,CANCER_924846,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1459392,CANCER_643328,PMS2,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1459511,CANCER_921544,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1459822,CANCER_578189,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1460103,CANCER_982028,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1460121,CANCER_455280,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1460438,CANCER_1510465,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1465214,CANCER_831475,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1465621,CANCER_1747763,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1467603,CANCER_1750752,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1471724,CANCER_375242,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1473119,CANCER_1068284,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1478459,CANCER_525611,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1479147,CANCER_558362,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1489051,CANCER_479848,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1492933,CANCER_575233,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1494164,CANCER_870274,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1495655,CANCER_1072679,MSH6,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1499988,CANCER_641558,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1504444,CANCER_1074529,MSH2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1505903,CANCER_957674,PMS2,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1506993,CANCER_482667,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1507266,CANCER_370504,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1508941,CANCER_1075149,ATM,hereditary_cancer,syndromic cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1513079,CANCER_1453570,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1515376,CANCER_971065,ATM,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1523381,CANCER_950984,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_157603,CANCER_652374,EPCAM,hereditary_cancer,colorectal cancer / polyposis,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_167550,CANCER_1743192,PTEN,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1677209,CANCER_968974,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1683256,CANCER_1489642,ATM,hereditary_cancer,syndromic cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1683766,CANCER_410442,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1685580,CANCER_1050671,BRCA1,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1685585,CANCER_1192527,BRCA2,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1687127,CANCER_1195888,BRCA2,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1687131,CANCER_1050253,BRCA1,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1691939,CANCER_1793394,PALB2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1691943,CANCER_1171487,PALB2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1692217,CANCER_819453,APC,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1692260,CANCER_1697907,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1692279,CANCER_1754114,MLH1,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1692371,CANCER_1785353,PTEN,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1692394,CANCER_1727364,APC,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1692571,CANCER_234080,MUTYH,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1692575,CANCER_1799274,MUTYH,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1692576,CANCER_483905,MUTYH,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1692953,CANCER_1734220,CHEK2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1692967,CANCER_619790,BRCA1,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1696798,CANCER_481589,BRCA2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1696803,CANCER_1759824,BRCA2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1696805,CANCER_1752296,BRCA2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1696818,CANCER_1743222,BRCA2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1697823,CANCER_428752,STK11,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,modifier_penetrance_boundary,0.19922790569419552,0.14555038759689923,0.05367751809729629
CANCER_1698747,CANCER_864514,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1698821,CANCER_941464,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1704486,CANCER_1073550,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_17091,CANCER_642035,MLH1,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1709343,CANCER_185042,ATM,hereditary_cancer,breast cancer predisposition,modifier_penetrance_boundary,nonspecific_underresolved,0.14555038759689923,0.19922790569419552,-0.05367751809729629
CANCER_1709829,CANCER_939127,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1709888,CANCER_849215,MSH6,hereditary_cancer,colorectal cancer / polyposis,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1713200,CANCER_631234,BRCA1,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1727263,CANCER_1779311,MLH1,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1727274,CANCER_926193,PALB2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1727441,CANCER_1796823,MSH2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1727589,CANCER_1780064,MSH2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1727638,CANCER_1735375,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1727711,CANCER_1756884,PMS2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1727771,CANCER_1763240,PALB2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1727781,CANCER_1789627,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728284,CANCER_483401,CHEK2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728319,CANCER_486785,APC,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728459,CANCER_1789096,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728460,CANCER_1777891,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728480,CANCER_1789450,APC,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728504,CANCER_1732468,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728569,CANCER_428130,APC,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728658,CANCER_1728832,CHEK2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728723,CANCER_922541,APC,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728743,CANCER_1775607,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728765,CANCER_1784079,MSH2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728791,CANCER_480236,PALB2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1728819,CANCER_219880,PALB2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1729188,CANCER_1759824,BRCA2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1729277,CANCER_1743595,BRCA2,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1729526,CANCER_1771735,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1729527,CANCER_1774873,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1729560,CANCER_1793816,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1729742,CANCER_1728282,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1729871,CANCER_1732316,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
CANCER_1729995,CANCER_1754294,MSH6,hereditary_cancer,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,modifier_penetrance_boundary,0.14555038759689923,0.14555038759689923,0.0
