assertion_id,ClinVar VariationID,gene,condition label,classification,review status,submitter count,baseline environment,domain,source date,ClinVar LastEvaluated,new_or_updated_status,source_file,registry_note
PROSP_CLV_404467,404467,NF1,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic,"criteria provided, multiple submitters, no conflicts",4,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Sep 16, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404431,404431,NF1,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",7,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Oct 26, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404587,404587,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic,"criteria provided, multiple submitters, no conflicts",5,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Jun 17, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404458,404458,NF1,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Hereditary cancer-predisposing syndrome|Juvenile myelomonocytic leukemia",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",9,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Hereditary cancer-predisposing syndrome|Juvenile myelomonocytic leukemia",hereditary_cancer,2026-05-05,"Nov 10, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404504,404504,NF1,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic,"criteria provided, multiple submitters, no conflicts",4,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"May 05, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404592,404592,NF1,"Neurofibromatosis, type 1|not provided|Tibial pseudarthrosis;Neurofibromatosis, type 1|Cardiovascular phenotype;Hereditary cancer-predisposing syndrome|Juvenile myelomonocytic leukemia",Pathogenic,"criteria provided, multiple submitters, no conflicts",18,"Neurofibromatosis, type 1|not provided|Tibial pseudarthrosis;Neurofibromatosis, type 1|Cardiovascular phenotype;Hereditary cancer-predisposing syndrome|Juvenile myelomonocytic leukemia",hereditary_cancer,2026-05-05,"Jan 21, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404485,404485,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",4,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Oct 08, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404465,404465,NF1,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Neurofibromatosis-Noonan syndrome",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",11,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Neurofibromatosis-Noonan syndrome",hereditary_cancer,2026-05-05,"Dec 31, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404434,404434,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic,"criteria provided, multiple submitters, no conflicts",3,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Dec 16, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404539,404539,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided|Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",5,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided|Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss",hereditary_cancer,2026-05-05,"Dec 09, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404573,404573,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Juvenile myelomonocytic leukemia",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",3,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Juvenile myelomonocytic leukemia",hereditary_cancer,2026-05-05,"Mar 30, 2023",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404562,404562,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic,"criteria provided, multiple submitters, no conflicts",2,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Dec 29, 2021",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404489,404489,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome|not provided",Pathogenic,"criteria provided, multiple submitters, no conflicts",6,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome|not provided",hereditary_cancer,2026-05-05,"Nov 15, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404571,404571,NF1,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic,"criteria provided, multiple submitters, no conflicts",7,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Oct 26, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404475,404475,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided",Pathogenic,"criteria provided, multiple submitters, no conflicts",3,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided",hereditary_cancer,2026-05-05,"Dec 04, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404459,404459,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic,"criteria provided, multiple submitters, no conflicts",2,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Dec 11, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_411680,411680,SPG7,Hereditary spastic paraplegia 7|not provided|Hereditary spastic paraplegia|Inborn genetic diseases|Gait ataxia;Cerebral cortical atrophy;Dysarthria;Spastic paraparesis|Spastic paraplegia;Gait ataxia;Memory impairment;Seizure|Distal spinal muscular atrophy|Melanoma|Malignant tumor of esophagus,Pathogenic,"criteria provided, multiple submitters, no conflicts",34,Hereditary spastic paraplegia 7|not provided|Hereditary spastic paraplegia|Inborn genetic diseases|Gait ataxia;Cerebral cortical atrophy;Dysarthria;Spastic paraparesis|Spastic paraplegia;Gait ataxia;Memory impairment;Seizure|Distal spinal muscular atrophy|Melanoma|Malignant tumor of esophagus,hereditary_cancer,2026-05-05,"Aug 01, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404597,404597,NF1,"Neurofibromatosis, type 1|not provided|Cardiovascular phenotype;Hereditary cancer-predisposing syndrome|Café-au-lait macules with pulmonary stenosis;Neurofibromatosis, familial spinal;Juvenile myelomonocytic leukemia;Neurofibromatosis-Noonan syndrome;Neurofibromatosis, type 1|Neurofibromatosis-Noonan syndrome",Pathogenic,"criteria provided, multiple submitters, no conflicts",25,"Neurofibromatosis, type 1|not provided|Cardiovascular phenotype;Hereditary cancer-predisposing syndrome|Café-au-lait macules with pulmonary stenosis;Neurofibromatosis, familial spinal;Juvenile myelomonocytic leukemia;Neurofibromatosis-Noonan syndrome;Neurofibromatosis, type 1|Neurofibromatosis-Noonan syndrome",hereditary_cancer,2026-05-05,"Jan 28, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404540,404540,NF1,"Neurofibromatosis, type 1|Cardiovascular phenotype;Hereditary cancer-predisposing syndrome|not provided|Pheochromocytoma/paraganglioma syndrome 1",Pathogenic,"criteria provided, multiple submitters, no conflicts",7,"Neurofibromatosis, type 1|Cardiovascular phenotype;Hereditary cancer-predisposing syndrome|not provided|Pheochromocytoma/paraganglioma syndrome 1",hereditary_cancer,2026-05-05,"Apr 01, 2026",materially_updated_since_prior_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404574,404574,NF1,"Neurofibromatosis, type 1|not provided|Cardiovascular phenotype;Hereditary cancer-predisposing syndrome",Pathogenic,"criteria provided, multiple submitters, no conflicts",6,"Neurofibromatosis, type 1|not provided|Cardiovascular phenotype;Hereditary cancer-predisposing syndrome",hereditary_cancer,2026-05-05,"Apr 01, 2026",materially_updated_since_prior_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404420,404420,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Juvenile myelomonocytic leukemia|not provided",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",6,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Juvenile myelomonocytic leukemia|not provided",hereditary_cancer,2026-05-05,"Mar 18, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404558,404558,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided",Pathogenic,"criteria provided, multiple submitters, no conflicts",7,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided",hereditary_cancer,2026-05-05,"Dec 24, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404554,404554,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",3,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"May 20, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404599,404599,NF1,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic,"criteria provided, multiple submitters, no conflicts",8,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Mar 03, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404488,404488,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",4,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided",hereditary_cancer,2026-05-05,"May 01, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404588,404588,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",7,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided",hereditary_cancer,2026-05-05,"Nov 19, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404417,404417,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic,"criteria provided, multiple submitters, no conflicts",5,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Oct 18, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404510,404510,NF1,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Melanoma",Pathogenic,"criteria provided, multiple submitters, no conflicts",5,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Melanoma",hereditary_cancer,2026-05-05,"Oct 23, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404449,404449,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided|Lung cancer",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",4,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|not provided|Lung cancer",hereditary_cancer,2026-05-05,"Sep 24, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404576,404576,NF1,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",Pathogenic,"criteria provided, multiple submitters, no conflicts",3,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",hereditary_cancer,2026-05-05,"Oct 25, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_404618,404618,NF1,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome|not provided|Juvenile myelomonocytic leukemia",Pathogenic,"criteria provided, multiple submitters, no conflicts",8,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome|not provided|Juvenile myelomonocytic leukemia",hereditary_cancer,2026-05-05,"Apr 01, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_410561,410561,RAD51D,"Breast-ovarian cancer, familial, susceptibility to, 4|Hereditary cancer-predisposing syndrome|Hereditary breast ovarian cancer syndrome|not provided",Likely pathogenic,"criteria provided, multiple submitters, no conflicts",7,"Breast-ovarian cancer, familial, susceptibility to, 4|Hereditary cancer-predisposing syndrome|Hereditary breast ovarian cancer syndrome|not provided",hereditary_cancer,2026-05-05,"Dec 20, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_410552,410552,RAD51D,"Breast-ovarian cancer, familial, susceptibility to, 4|not provided|Hereditary cancer-predisposing syndrome|Hereditary breast ovarian cancer syndrome|RAD51D-related cancer predisposition",Pathogenic,"criteria provided, multiple submitters, no conflicts",12,"Breast-ovarian cancer, familial, susceptibility to, 4|not provided|Hereditary cancer-predisposing syndrome|Hereditary breast ovarian cancer syndrome|RAD51D-related cancer predisposition",hereditary_cancer,2026-05-05,"Jan 14, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_406597,406597,TP53,Li-Fraumeni syndrome|Hereditary cancer-predisposing syndrome|Ovarian neoplasm|Li-Fraumeni syndrome 1|Adrenal cortex carcinoma|not provided|Adenocarcinoma of the large intestine|Neoplasm,Pathogenic,reviewed by expert panel,13,Li-Fraumeni syndrome|Hereditary cancer-predisposing syndrome|Ovarian neoplasm|Li-Fraumeni syndrome 1|Adrenal cortex carcinoma|not provided|Adenocarcinoma of the large intestine|Neoplasm,hereditary_cancer,2026-05-05,"Jun 05, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_407818,407818,BRIP1,Familial cancer of breast;Fanconi anemia complementation group J|Hereditary cancer-predisposing syndrome|not provided|Ovarian cancer|Familial cancer of breast,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",8,Familial cancer of breast;Fanconi anemia complementation group J|Hereditary cancer-predisposing syndrome|not provided|Ovarian cancer|Familial cancer of breast,hereditary_cancer,2026-05-05,"Jan 25, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_407793,407793,BRIP1,Familial cancer of breast;Fanconi anemia complementation group J,Pathogenic,"criteria provided, single submitter",1,Familial cancer of breast;Fanconi anemia complementation group J,hereditary_cancer,2026-05-05,"Jul 14, 2021",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_405497,405497,SMAD4,Juvenile polyposis syndrome|not provided|Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome|Squamous cell lung carcinoma,Pathogenic,"criteria provided, multiple submitters, no conflicts",4,Juvenile polyposis syndrome|not provided|Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome|Squamous cell lung carcinoma,hereditary_cancer,2026-05-05,"Jul 02, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_409911,409911,DMD,Duchenne muscular dystrophy|not provided|Neuromuscular disease caused by qualitative or quantitative defects of dystrophin|Dystrophin deficiency;Duchenne muscular dystrophy;Becker muscular dystrophy;Cardiomyopathy|Becker muscular dystrophy|Dilated cardiomyopathy 3B;Duchenne muscular dystrophy;Becker muscular dystrophy,Pathogenic,"criteria provided, multiple submitters, no conflicts",8,Duchenne muscular dystrophy|not provided|Neuromuscular disease caused by qualitative or quantitative defects of dystrophin|Dystrophin deficiency;Duchenne muscular dystrophy;Becker muscular dystrophy;Cardiomyopathy|Becker muscular dystrophy|Dilated cardiomyopathy 3B;Duchenne muscular dystrophy;Becker muscular dystrophy,cardiomyopathy,2026-05-05,"Nov 26, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_409899,409899,DMD,"Duchenne muscular dystrophy|not provided|Becker muscular dystrophy, Cardiomyopathy, Duchenne muscular dystrophy, Dystrophin deficiency",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",5,"Duchenne muscular dystrophy|not provided|Becker muscular dystrophy, Cardiomyopathy, Duchenne muscular dystrophy, Dystrophin deficiency",cardiomyopathy,2026-05-05,"Jan 23, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_409896,409896,DMD,"Duchenne muscular dystrophy|Becker muscular dystrophy, Cardiomyopathy, Duchenne muscular dystrophy, Dystrophin deficiency",Pathogenic,"criteria provided, multiple submitters, no conflicts",2,"Duchenne muscular dystrophy|Becker muscular dystrophy, Cardiomyopathy, Duchenne muscular dystrophy, Dystrophin deficiency",cardiomyopathy,2026-05-05,"Nov 05, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_409887,409887,DMD,Duchenne muscular dystrophy|Dilated cardiomyopathy 3B;Duchenne muscular dystrophy;Becker muscular dystrophy,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",2,Duchenne muscular dystrophy|Dilated cardiomyopathy 3B;Duchenne muscular dystrophy;Becker muscular dystrophy,cardiomyopathy,2026-05-05,"Aug 20, 2021",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_417873,417873,GLB1,"Infantile GM1 gangliosidosis;GM1 gangliosidosis type 2;Mucopolysaccharidosis, MPS-IV-B;GM1 gangliosidosis type 3|GM1 gangliosidosis;Mucopolysaccharidosis, MPS-IV-B|GM1 gangliosidosis|not provided|Infantile GM1 gangliosidosis|Colon adenocarcinoma|Mucopolysaccharidosis, MPS-IV-B",Pathogenic,"criteria provided, multiple submitters, no conflicts",9,"Infantile GM1 gangliosidosis;GM1 gangliosidosis type 2;Mucopolysaccharidosis, MPS-IV-B;GM1 gangliosidosis type 3|GM1 gangliosidosis;Mucopolysaccharidosis, MPS-IV-B|GM1 gangliosidosis|not provided|Infantile GM1 gangliosidosis|Colon adenocarcinoma|Mucopolysaccharidosis, MPS-IV-B",hereditary_cancer,2026-05-05,"Sep 15, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_417864,417864,SLC12A3,Familial hypokalemia-hypomagnesemia|not provided|Inborn genetic diseases|Renal tubulopathies|Cervical cancer,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",16,Familial hypokalemia-hypomagnesemia|not provided|Inborn genetic diseases|Renal tubulopathies|Cervical cancer,hereditary_cancer,2026-05-05,"Dec 16, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_417961,417961,RUNX1,"Hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1|Inherited bleeding disorder, platelet-type|Hereditary thrombocytopenia and hematologic cancer predisposition syndrome|RUNX1-related disorder|Inborn genetic diseases|not provided",Pathogenic,reviewed by expert panel,9,"Hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1|Inherited bleeding disorder, platelet-type|Hereditary thrombocytopenia and hematologic cancer predisposition syndrome|RUNX1-related disorder|Inborn genetic diseases|not provided",hereditary_cancer,2026-05-05,"Sep 10, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_420072,420072,SDHB,not provided|Hereditary cancer-predisposing syndrome|Pheochromocytoma;Pheochromocytoma/paraganglioma syndrome 4;Gastrointestinal stromal tumor|Pheochromocytoma/paraganglioma syndrome 4|SDHB-related disorder,Pathogenic,"criteria provided, multiple submitters, no conflicts",9,not provided|Hereditary cancer-predisposing syndrome|Pheochromocytoma;Pheochromocytoma/paraganglioma syndrome 4;Gastrointestinal stromal tumor|Pheochromocytoma/paraganglioma syndrome 4|SDHB-related disorder,hereditary_cancer,2026-05-05,"Jan 04, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_418754,418754,TTN,not provided|Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J|Cardiovascular phenotype,Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",4,not provided|Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J|Cardiovascular phenotype,cardiomyopathy,2026-05-05,"Dec 26, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_421820,421820,BARD1,not provided|Hereditary cancer-predisposing syndrome,Likely pathogenic,"criteria provided, multiple submitters, no conflicts",2,not provided|Hereditary cancer-predisposing syndrome,hereditary_cancer,2026-05-05,"Aug 04, 2016",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_419222,419222,PIK3CA,not provided|Ovarian neoplasm|Cowden syndrome|Megalencephaly-capillary malformation-polymicrogyria syndrome|Angioosteohypertrophic syndrome|PIK3CA-related disorder|PIK3CA related overgrowth syndrome|Neoplasm,Pathogenic,"criteria provided, multiple submitters, no conflicts",10,not provided|Ovarian neoplasm|Cowden syndrome|Megalencephaly-capillary malformation-polymicrogyria syndrome|Angioosteohypertrophic syndrome|PIK3CA-related disorder|PIK3CA related overgrowth syndrome|Neoplasm,hereditary_cancer,2026-05-05,"Dec 27, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_418007,418007,APC,not provided|Familial adenomatous polyposis 1|Hereditary cancer-predisposing syndrome|Neoplasm,Likely pathogenic,reviewed by expert panel,6,not provided|Familial adenomatous polyposis 1|Hereditary cancer-predisposing syndrome|Neoplasm,hereditary_cancer,2026-05-05,"Feb 18, 2023",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_422382,422382,SDHA,"not provided|Mitochondrial complex II deficiency, nuclear type 1;Pheochromocytoma/paraganglioma syndrome 5|Rhabdomyosarcoma|Hereditary cancer-predisposing syndrome|Neurodegeneration with ataxia and late-onset optic atrophy;Mitochondrial complex II deficiency, nuclear type 1;Pheochromocytoma/paraganglioma syndrome 5;Dilated cardiomyopathy 1GG|Pheochromocytoma/paraganglioma syndrome 5",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",7,"not provided|Mitochondrial complex II deficiency, nuclear type 1;Pheochromocytoma/paraganglioma syndrome 5|Rhabdomyosarcoma|Hereditary cancer-predisposing syndrome|Neurodegeneration with ataxia and late-onset optic atrophy;Mitochondrial complex II deficiency, nuclear type 1;Pheochromocytoma/paraganglioma syndrome 5;Dilated cardiomyopathy 1GG|Pheochromocytoma/paraganglioma syndrome 5",hereditary_cancer,2026-05-05,"Dec 20, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_418987,418987,SDHA,"not provided|Hereditary cancer-predisposing syndrome|Mitochondrial complex II deficiency, nuclear type 1;Pheochromocytoma/paraganglioma syndrome 5|Dilated cardiomyopathy 1GG|Pheochromocytoma/paraganglioma syndrome 5|SDHA-related disorder",Pathogenic/Likely pathogenic,"criteria provided, multiple submitters, no conflicts",6,"not provided|Hereditary cancer-predisposing syndrome|Mitochondrial complex II deficiency, nuclear type 1;Pheochromocytoma/paraganglioma syndrome 5|Dilated cardiomyopathy 1GG|Pheochromocytoma/paraganglioma syndrome 5|SDHA-related disorder",hereditary_cancer,2026-05-05,"Jan 28, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_422553,422553,KCNH2,not provided|Cardiovascular phenotype,Likely pathogenic,"criteria provided, multiple submitters, no conflicts",2,not provided|Cardiovascular phenotype,inherited_arrhythmia,2026-05-05,"Mar 06, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
